Order_Hour,Day_of_Week,Is_Weekend,Is_Festival,Weather,Pickup_Zone,Dropoff_Zone,Vehicle_Type,Rider_Experience_Years,Rider_Rating,Restaurant_Rating,Cuisine_Type,Order_Items,Restaurant_Load,Preparation_Time_Min,Road_Distance_km,Delivery_Distance_Category,Traffic_Level,Number_of_Signals,Average_Speed_kmph,Delivery_Priority,Time_taken_min
19,Sunday,1,0,Clear,Industrial,Commercial,Scooter,2.8,3.6,3.5,Pizza,4,High,30,20.0,Long,Moderate,7,28.7,Normal,73
9,Saturday,1,0,Cloudy,Residential,Residential,Bike,3.1,3.9,4.3,South Indian,1,Low,14,32.62,Long,Moderate,10,34.4,Normal,78
15,Monday,0,0,Clear,Residential,Residential,Scooter,3.8,4.0,3.4,Biryani,2,Low,30,36.78,Long,Low,6,35.3,Normal,97
12,Tuesday,0,0,Clear,CBD,Commercial,Scooter,6.6,4.4,4.0,Biryani,6,Low,38,28.19,Long,Low,16,36.2,Priority,89
18,Tuesday,0,0,Cloudy,Residential,CBD,Bike,3.3,4.0,4.4,Bakery,1,High,9,24.07,Long,Low,9,42.1,Priority,51
15,Wednesday,0,0,Clear,Commercial,Commercial,Bicycle,5.7,4.0,3.7,Desserts,3,High,16,42.45,Long,Low,11,16.9,Normal,171
4,Saturday,1,0,Clear,Residential,Residential,Scooter,7.0,4.2,3.5,Burger,1,Medium,15,38.56,Long,Low,6,36.4,Priority,82
6,Thursday,0,0,Cloudy,CBD,Residential,Bicycle,4.4,4.1,4.1,Cafe,6,High,23,25.9,Long,Low,16,16.2,Normal,131
11,Wednesday,0,0,Cloudy,Residential,CBD,Bike,2.2,3.6,3.8,Cafe,1,Medium,13,19.81,Long,Low,7,41.6,VIP,46
12,Monday,0,0,Cloudy,CBD,Residential,Bike,2.3,3.9,3.8,South Indian,1,Medium,22,38.2,Long,Low,17,41.7,VIP,80
5,Tuesday,0,0,Clear,Commercial,CBD,Electric Scooter,0.4,3.5,4.3,Chinese,1,High,25,6.96,Medium,Low,11,30.1,Priority,42
3,Wednesday,0,0,Cloudy,Industrial,CBD,Scooter,3.8,3.9,4.5,Pizza,2,High,28,48.85,Long,Low,4,34.2,Normal,119
20,Tuesday,0,0,Rain,Residential,Residential,Electric Scooter,2.9,3.9,4.4,Chinese,2,Low,17,13.94,Long,Moderate,9,20.8,Normal,62
8,Thursday,0,0,Clear,Residential,CBD,Bike,3.6,3.6,4.3,South Indian,6,Low,24,8.95,Long,Low,6,43.5,Normal,40
18,Sunday,1,0,Clear,Industrial,Residential,Scooter,3.5,3.6,3.8,Chinese,1,Medium,21,49.94,Long,Moderate,5,28.9,Normal,123
19,Monday,0,0,Rain,Residential,Commercial,Bike,7.4,4.2,4.4,Pizza,5,High,36,27.41,Long,Moderate,8,30.3,Priority,98
14,Sunday,1,0,Rain,Industrial,Suburban,Bike,3.6,4.0,3.4,North Indian,1,Low,21,28.85,Long,Moderate,4,29.3,Normal,87
1,Tuesday,0,0,Clear,Residential,CBD,Scooter,3.5,3.9,3.9,Pizza,2,High,29,35.06,Long,Low,8,35.2,Normal,93
12,Sunday,1,0,Clear,Suburban,Residential,Scooter,3.9,4.0,4.2,Bakery,3,Low,6,24.95,Long,Low,6,35.3,Normal,49
18,Thursday,0,0,Fog,Residential,Commercial,Bicycle,6.9,4.2,4.2,North Indian,1,Low,25,20.43,Long,Low,10,15.1,Normal,111
19,Tuesday,0,0,Clear,CBD,Commercial,Bike,15.0,5.0,4.3,Biryani,3,Medium,35,19.5,Long,Moderate,16,39.6,Priority,73
20,Friday,0,0,Clear,Industrial,Residential,Electric Scooter,2.8,3.6,3.4,Biryani,2,Low,32,5.18,Medium,Low,5,30.8,Normal,47
5,Monday,0,0,Fog,Commercial,CBD,Scooter,7.1,4.2,4.1,North Indian,2,Low,26,16.49,Long,Low,14,32.0,Normal,55
13,Tuesday,0,0,Rain,Residential,Commercial,Electric Scooter,5.4,4.2,4.7,Pizza,1,Medium,25,28.92,Long,Low,6,25.9,Normal,94
16,Tuesday,0,0,Rain,Commercial,Industrial,Bike,3.2,3.9,4.6,Pizza,1,Low,21,34.18,Long,Low,11,35.5,Normal,82
20,Wednesday,0,0,Rain,CBD,Commercial,Bike,4.6,3.8,4.5,Biryani,1,Low,26,31.38,Long,High,14,23.4,Normal,123
19,Sunday,1,0,Clear,CBD,Commercial,Bike,13.0,5.0,4.1,North Indian,2,Medium,28,42.41,Long,High,15,30.8,Normal,115
19,Tuesday,0,0,Rain,Suburban,Commercial,Bike,3.4,3.9,4.5,South Indian,1,High,24,33.12,Long,Moderate,3,29.2,VIP,94
9,Saturday,1,0,Cloudy,Residential,Commercial,Bike,1.2,3.6,4.3,North Indian,1,High,29,40.47,Long,Moderate,8,33.8,Normal,103
14,Sunday,1,1,Cloudy,Residential,Industrial,Scooter,5.7,3.9,4.3,Biryani,5,Low,36,36.15,Long,Moderate,10,28.6,Normal,122
19,Sunday,1,1,Rain,Commercial,Industrial,Scooter,2.6,3.9,4.1,Burger,2,Medium,14,41.85,Long,Severe,10,13.7,Normal,180
17,Monday,0,0,Clear,CBD,Commercial,Electric Scooter,3.2,4.1,4.1,North Indian,3,Medium,32,38.3,Long,Low,15,31.0,Normal,120
13,Tuesday,0,0,Clear,Residential,Suburban,Bike,1.9,3.8,4.4,Chinese,2,Low,21,6.44,Medium,Low,7,42.8,VIP,37
16,Sunday,1,0,Clear,Suburban,CBD,Scooter,1.6,4.0,4.3,South Indian,1,Low,14,45.16,Long,Low,5,34.5,Normal,92
11,Saturday,1,0,Cloudy,Residential,CBD,Bike,0.4,3.6,4.3,Chinese,2,Low,22,29.7,Long,Low,7,40.9,Priority,71
13,Saturday,1,0,Cloudy,Residential,Industrial,Electric Scooter,1.6,3.4,3.7,Bakery,2,High,15,51.7,Long,Low,8,29.6,Normal,121
13,Monday,0,0,Cloudy,Suburban,Industrial,Scooter,5.7,3.9,4.3,South Indian,1,Low,19,19.8,Long,Low,2,34.9,Normal,55
19,Wednesday,0,0,Rain,CBD,Industrial,Bike,7.2,4.2,3.9,Biryani,2,High,37,15.99,Long,High,17,24.0,Normal,89
11,Sunday,1,0,Rain,CBD,CBD,Scooter,1.7,3.2,3.8,Pizza,2,Medium,31,37.51,Long,High,15,18.4,Priority,163
14,Monday,0,0,Fog,Industrial,Suburban,Bike,3.7,3.8,3.9,South Indian,1,High,21,7.11,Long,Low,8,38.3,Normal,34
22,Saturday,1,0,Cloudy,Suburban,Residential,Bike,2.8,3.5,4.5,South Indian,1,Low,17,18.36,Long,Low,3,41.9,Normal,42
9,Thursday,0,0,Fog,Commercial,Commercial,Electric Scooter,2.4,3.6,4.4,Biryani,4,High,41,32.38,Long,Low,10,27.0,Normal,117
8,Wednesday,0,0,Rain,Residential,Suburban,Bicycle,1.7,3.4,4.0,South Indian,1,Medium,19,26.72,Long,Moderate,7,10.9,Normal,173
17,Wednesday,0,0,Clear,Suburban,Industrial,Bike,2.7,4.0,4.2,North Indian,1,Medium,26,33.37,Long,Low,4,43.1,Normal,73
16,Saturday,1,0,Cloudy,Residential,Suburban,Electric Scooter,5.1,3.5,3.5,North Indian,7,High,43,13.21,Long,Low,8,30.6,Normal,70
16,Thursday,0,0,Clear,Commercial,Commercial,Scooter,2.9,3.7,4.1,North Indian,2,Medium,29,21.17,Long,Low,11,35.0,Priority,69
17,Wednesday,0,0,Storm,Residential,Residential,Bike,2.1,3.9,3.9,North Indian,3,High,35,36.82,Long,Low,9,29.2,Normal,123
14,Friday,0,0,Clear,Suburban,Commercial,Bike,11.6,4.5,4.6,North Indian,1,Low,23,18.74,Long,Low,4,46.9,Normal,53
19,Tuesday,0,0,Cloudy,Suburban,Residential,Bike,4.7,3.6,4.3,Biryani,3,Low,28,32.14,Long,Low,5,42.7,Normal,75
17,Monday,0,0,Cloudy,CBD,Commercial,Scooter,3.0,3.8,3.6,Burger,2,High,17,38.55,Long,Low,18,34.0,Normal,90
6,Wednesday,0,0,Cloudy,Suburban,Residential,Bike,7.4,4.1,4.6,North Indian,3,Low,26,34.13,Long,Low,5,43.8,Normal,74
20,Wednesday,0,0,Clear,CBD,Suburban,Scooter,5.0,4.1,4.3,Biryani,1,Low,28,21.27,Long,Moderate,17,29.3,Normal,80
18,Thursday,0,0,Clear,Residential,Industrial,Bicycle,14.0,4.6,4.2,South Indian,2,Low,20,8.35,Long,Low,10,18.2,Normal,51
13,Sunday,1,0,Rain,Commercial,CBD,Scooter,2.3,3.7,3.5,Biryani,2,Medium,37,22.47,Long,Moderate,12,23.4,VIP,98
17,Monday,0,0,Clear,Suburban,Residential,Bike,1.1,3.7,4.3,Chinese,4,Low,26,48.85,Long,Low,4,42.5,Normal,101
17,Friday,0,0,Storm,Commercial,Commercial,Bike,0.9,3.4,4.4,North Indian,2,Medium,30,46.02,Long,Low,11,28.8,Normal,138
7,Friday,0,0,Rain,Residential,Commercial,Bike,6.0,4.1,4.6,Bakery,2,High,14,27.13,Long,Low,10,36.5,Normal,70
19,Tuesday,0,0,Rain,Residential,CBD,Bike,3.9,3.9,3.8,Cafe,3,High,18,31.79,Long,Moderate,10,29.3,VIP,83
18,Sunday,1,0,Rain,Residential,CBD,Scooter,7.0,4.2,4.6,Bakery,1,High,13,20.22,Long,High,6,19.4,Priority,79
20,Sunday,1,0,Rain,Residential,CBD,Bike,14.8,4.7,4.2,Pizza,2,Low,21,32.57,Long,High,7,25.7,Normal,98
15,Saturday,1,0,Cloudy,CBD,Commercial,Bicycle,2.9,3.6,4.1,North Indian,1,Medium,31,12.99,Long,Moderate,15,13.1,Normal,99
9,Saturday,1,0,Cloudy,Residential,Suburban,Scooter,3.6,3.8,3.9,Burger,3,Medium,14,13.47,Long,Moderate,10,28.0,Normal,47
20,Friday,0,0,Clear,Residential,Suburban,Scooter,2.2,3.2,4.4,Biryani,2,High,38,27.93,Long,Low,9,34.7,Priority,84
11,Saturday,1,0,Cloudy,CBD,CBD,Electric Scooter,6.0,4.1,4.1,North Indian,3,Medium,34,23.96,Long,Moderate,18,25.3,Priority,95
12,Saturday,1,0,Clear,Residential,CBD,Scooter,1.4,3.6,4.3,Bakery,2,Medium,8,33.75,Long,Low,7,34.5,Normal,73
23,Friday,0,0,Clear,Residential,Commercial,Bike,0.5,3.9,4.4,North Indian,5,Low,32,22.96,Long,Low,10,42.2,Normal,69
9,Sunday,1,0,Clear,CBD,Residential,Bike,4.1,3.9,4.3,Chinese,3,High,29,21.88,Long,High,17,28.4,Normal,90
12,Tuesday,0,0,Rain,Commercial,Residential,Scooter,1.3,3.8,3.7,Pizza,1,Low,19,9.34,Long,Low,14,28.2,Normal,43
11,Saturday,1,0,Clear,Commercial,Industrial,Electric Scooter,2.2,3.5,4.3,Chinese,2,High,28,25.24,Long,Low,12,30.7,Normal,79
21,Tuesday,0,0,Cloudy,Suburban,Residential,Scooter,2.0,3.8,4.5,Desserts,2,Medium,13,4.27,Medium,Low,6,33.6,Normal,23
16,Sunday,1,0,Cloudy,Commercial,Commercial,Bike,4.5,4.0,4.4,Pizza,1,High,27,17.78,Long,Low,11,42.6,Normal,57
6,Monday,0,0,Clear,Industrial,Residential,Bike,0.8,3.4,4.1,Bakery,1,Medium,8,11.37,Long,Low,4,42.3,Normal,25
10,Monday,0,0,Clear,Commercial,Suburban,Bike,7.9,4.6,4.1,Burger,4,Medium,20,46.52,Long,Low,11,45.3,Normal,86
14,Tuesday,0,0,Fog,CBD,Residential,Bike,0.8,3.4,4.5,South Indian,3,Low,22,22.1,Long,Low,15,37.3,Normal,59
20,Saturday,1,0,Cloudy,Industrial,Residential,Bicycle,1.1,3.8,4.0,Cafe,2,Medium,14,16.3,Long,Moderate,8,12.9,Normal,95
19,Saturday,1,0,Clear,Commercial,Residential,Electric Scooter,7.1,4.3,4.5,Biryani,3,High,39,31.26,Long,Moderate,12,26.3,Priority,117
9,Saturday,1,0,Cloudy,CBD,Suburban,Electric Scooter,3.2,4.1,4.5,Biryani,2,High,35,39.85,Long,High,15,19.5,Normal,167
14,Saturday,1,0,Clear,Commercial,Residential,Bicycle,2.5,3.5,4.4,Pizza,6,High,37,7.94,Long,Low,13,16.4,Normal,73
14,Sunday,1,0,Cloudy,CBD,Commercial,Bike,1.1,3.6,3.9,Desserts,1,Medium,11,27.38,Long,Moderate,18,33.8,Normal,66
21,Wednesday,0,0,Storm,Commercial,Commercial,Scooter,6.1,4.2,4.0,Pizza,1,Low,18,29.85,Long,Moderate,10,20.1,Normal,119
18,Thursday,0,0,Cloudy,Residential,Residential,Bike,2.8,4.1,3.8,Cafe,3,Medium,17,19.0,Long,Low,7,41.9,Normal,49
20,Tuesday,0,0,Fog,Residential,CBD,Electric Scooter,9.5,4.5,4.0,Pizza,2,High,29,17.11,Long,Low,8,28.9,VIP,63
20,Friday,0,0,Cloudy,Residential,Industrial,Scooter,1.1,3.4,3.9,South Indian,6,Low,29,15.43,Long,Low,6,33.3,Normal,62
7,Wednesday,0,0,Clear,Residential,Suburban,Scooter,5.8,4.1,4.6,Biryani,1,Medium,33,21.02,Long,Low,10,36.0,Priority,72
22,Saturday,1,0,Rain,CBD,Commercial,Bike,5.4,3.9,4.2,North Indian,3,High,33,9.61,Long,High,17,23.6,Normal,72
3,Thursday,0,0,Storm,Industrial,Commercial,Scooter,0.9,3.9,3.5,Pizza,7,Medium,36,14.65,Long,Low,6,23.3,Normal,83
15,Friday,0,0,Clear,CBD,CBD,Electric Scooter,4.9,3.8,4.6,Cafe,2,Low,6,30.27,Long,Low,14,31.5,Normal,69
22,Tuesday,0,0,Clear,Residential,Commercial,Scooter,5.5,3.9,4.4,North Indian,6,Low,33,16.11,Long,Low,10,35.9,Normal,69
19,Saturday,1,0,Storm,Commercial,Residential,Bike,13.6,4.8,3.9,North Indian,2,Low,26,62.94,Long,High,11,21.1,Priority,180
8,Thursday,0,0,Rain,Suburban,Residential,Bicycle,4.4,4.0,4.3,South Indian,3,Low,21,6.22,Medium,Moderate,4,11.2,Normal,58
3,Tuesday,0,0,Clear,Residential,Residential,Bicycle,5.7,4.3,4.4,North Indian,2,Medium,31,18.18,Long,Low,8,16.9,Priority,97
20,Saturday,1,0,Fog,Industrial,Commercial,Electric Scooter,2.3,4.1,4.1,South Indian,4,Low,21,24.8,Long,Moderate,6,22.1,Normal,91
18,Wednesday,0,0,Clear,CBD,Industrial,Electric Scooter,4.2,3.7,4.6,Cafe,1,Low,6,14.2,Long,Moderate,17,25.6,Normal,45
19,Monday,0,0,Clear,Industrial,CBD,Bike,3.3,3.8,4.5,Pizza,2,Medium,27,33.07,Long,Low,6,43.4,Priority,74
19,Thursday,0,0,Clear,Industrial,Suburban,Bike,3.1,3.9,3.5,Pizza,1,High,24,29.36,Long,Low,7,43.3,Normal,67
7,Thursday,0,0,Cloudy,Suburban,Commercial,Electric Scooter,2.1,3.5,4.5,North Indian,4,Low,29,19.86,Long,Low,5,29.7,Normal,76
11,Thursday,0,0,Clear,CBD,Commercial,Bike,7.2,3.9,4.3,Chinese,2,Low,20,43.84,Long,Low,15,45.0,Normal,83
12,Monday,0,0,Clear,Commercial,Commercial,Scooter,7.2,4.1,4.2,South Indian,1,High,25,26.39,Long,Low,13,36.4,Normal,73
10,Saturday,1,0,Cloudy,Industrial,Commercial,Electric Scooter,4.2,3.7,3.9,Chinese,1,High,20,32.02,Long,Moderate,7,24.9,Normal,104
22,Monday,0,0,Clear,Commercial,Residential,Bike,1.6,4.0,4.6,Cafe,3,High,20,45.34,Long,Low,13,42.7,Normal,94
10,Tuesday,0,0,Storm,Residential,Residential,Scooter,5.9,4.0,3.5,North Indian,5,High,37,23.59,Long,Moderate,7,20.1,Normal,116
19,Wednesday,0,0,Rain,CBD,CBD,Scooter,3.3,4.0,4.0,North Indian,3,High,32,8.38,Long,High,18,18.7,Normal,66
18,Monday,0,0,Cloudy,Commercial,Commercial,Bike,0.9,3.9,3.9,Biryani,2,High,34,28.61,Long,Low,11,41.1,Normal,79
6,Thursday,0,0,Clear,Commercial,Commercial,Bike,14.6,4.9,4.3,Chinese,1,High,24,26.79,Long,Low,14,48.1,Normal,64
8,Monday,0,0,Rain,Industrial,Commercial,Bike,4.9,3.6,4.4,Burger,1,Low,9,38.31,Long,Moderate,8,29.6,Priority,92
17,Wednesday,0,0,Clear,Industrial,CBD,Scooter,3.7,3.7,4.3,Desserts,1,High,13,25.39,Long,Low,8,35.3,Priority,60
15,Wednesday,0,0,Clear,Industrial,Commercial,Electric Scooter,10.6,4.4,3.5,Desserts,1,Low,6,24.58,Long,Low,6,33.2,Priority,51
18,Wednesday,0,0,Clear,CBD,CBD,Bike,8.6,4.2,3.8,Pizza,1,Medium,27,15.17,Long,Moderate,17,37.4,Normal,55
19,Monday,0,0,Cloudy,Industrial,CBD,Electric Scooter,2.9,3.9,3.8,Chinese,2,Medium,22,3.8,Medium,Low,6,29.9,Normal,32
9,Saturday,1,0,Rain,Commercial,Industrial,Bike,4.7,3.6,3.8,North Indian,1,Low,21,39.36,Long,High,14,23.4,Normal,126
18,Saturday,1,1,Cloudy,Commercial,Residential,Bike,2.8,3.5,4.1,North Indian,1,Medium,26,35.38,Long,High,14,27.2,Normal,117
13,Sunday,1,0,Clear,Commercial,Industrial,Electric Scooter,1.8,3.5,3.9,Chinese,1,Medium,18,37.05,Long,Low,10,30.5,Normal,96
13,Wednesday,0,0,Fog,Commercial,CBD,Scooter,4.3,3.8,3.8,North Indian,4,Medium,32,25.72,Long,Low,13,31.2,Normal,89
20,Thursday,0,1,Clear,Industrial,Commercial,Bicycle,3.9,4.1,4.0,Cafe,6,Medium,20,10.54,Long,Moderate,5,13.6,Normal,69
9,Wednesday,0,0,Rain,Residential,CBD,Bike,2.2,3.5,4.7,Pizza,2,Medium,27,23.31,Long,Moderate,7,28.9,Priority,78
8,Wednesday,0,0,Clear,Industrial,Commercial,Bike,3.2,3.9,4.0,Cafe,1,Medium,11,12.8,Long,Low,7,43.3,Normal,36
18,Monday,0,0,Clear,CBD,Suburban,Bicycle,5.6,4.2,4.5,Chinese,5,High,31,33.62,Long,Moderate,16,13.9,Priority,180
18,Thursday,0,0,Clear,Industrial,CBD,Scooter,6.6,4.1,4.4,North Indian,1,Medium,26,29.86,Long,Low,8,36.2,Normal,74
18,Friday,0,0,Rain,Suburban,CBD,Bike,0.9,3.9,4.2,Bakery,1,Low,9,25.87,Long,Moderate,4,28.5,Normal,69
0,Wednesday,0,0,Clear,Residential,Residential,Bicycle,8.2,4.1,3.7,Bakery,4,High,15,42.68,Long,Low,6,17.3,Priority,164
8,Friday,0,0,Clear,Residential,CBD,Scooter,6.6,4.1,4.4,South Indian,1,High,23,25.25,Long,Low,7,36.2,Normal,65
9,Tuesday,0,0,Clear,Industrial,Commercial,Scooter,2.2,3.7,3.8,Burger,4,Medium,18,14.11,Long,Low,5,34.7,Normal,45
6,Tuesday,0,0,Clear,Residential,Commercial,Bicycle,10.4,4.2,4.9,Chinese,3,Medium,26,31.38,Long,Low,10,17.7,Normal,138
8,Tuesday,0,0,Rain,CBD,Suburban,Scooter,6.1,4.2,4.3,Biryani,2,Low,29,16.25,Long,High,17,19.2,Normal,91
9,Monday,0,0,Storm,Commercial,Commercial,Scooter,2.5,4.0,3.8,Pizza,7,Medium,35,56.99,Long,Moderate,11,19.4,Priority,180
6,Tuesday,0,0,Clear,Residential,Industrial,Bike,8.9,4.4,3.9,Burger,1,High,18,20.19,Long,Low,9,45.7,Priority,48
15,Friday,0,0,Rain,Commercial,Residential,Bike,4.8,3.9,4.7,Pizza,2,Medium,25,3.02,Medium,Low,11,36.1,VIP,37
10,Sunday,1,0,Cloudy,Commercial,Commercial,Scooter,3.1,3.7,3.7,Pizza,2,Low,21,14.78,Long,Moderate,14,27.9,Priority,55
18,Thursday,0,0,Clear,CBD,CBD,Electric Scooter,1.4,3.5,5.0,Biryani,5,Low,38,32.41,Long,Moderate,17,24.9,Normal,125
9,Thursday,0,0,Clear,Residential,Residential,Bicycle,3.6,3.6,3.4,Biryani,5,Low,36,45.01,Long,Low,6,16.6,VIP,180
20,Monday,0,0,Cloudy,Suburban,Industrial,Scooter,5.3,4.2,4.2,Cafe,1,Medium,16,32.16,Long,Low,6,34.7,Normal,72
13,Thursday,0,0,Clear,Residential,Commercial,Bike,3.8,3.8,3.5,Chinese,4,Medium,28,38.33,Long,Low,6,43.6,Priority,79
0,Sunday,1,0,Rain,Industrial,CBD,Bike,2.2,3.8,4.0,Desserts,3,Medium,18,22.63,Long,Moderate,7,28.9,Normal,69
19,Wednesday,0,0,Rain,CBD,Commercial,Scooter,3.5,3.9,4.0,Biryani,5,Low,37,38.41,Long,High,14,18.8,Priority,169
2,Tuesday,0,0,Clear,Suburban,Industrial,Bike,0.8,3.8,4.2,Cafe,2,Medium,13,38.83,Long,Low,2,42.3,Normal,72
21,Wednesday,0,0,Storm,Suburban,Suburban,Bike,0.8,3.6,4.4,South Indian,3,Low,23,7.5,Long,Moderate,4,23.6,Normal,51
0,Friday,0,0,Clear,Commercial,Residential,Electric Scooter,4.6,3.8,4.5,Biryani,7,High,45,23.29,Long,Low,11,31.4,Normal,94
19,Tuesday,0,0,Clear,Suburban,Residential,Bike,2.4,3.6,4.2,Cafe,6,Medium,17,36.03,Long,Low,6,43.0,Normal,70
13,Friday,0,0,Cloudy,Residential,Industrial,Scooter,1.8,4.0,3.4,Biryani,1,Low,28,24.03,Long,Low,7,33.6,Normal,70
9,Sunday,1,0,Cloudy,Commercial,Residential,Electric Scooter,6.2,4.1,4.8,Chinese,7,High,34,6.36,Medium,Moderate,14,25.3,Normal,57
18,Wednesday,0,0,Storm,Industrial,CBD,Electric Scooter,1.5,3.6,4.0,North Indian,2,Medium,25,10.42,Long,Moderate,5,17.0,Normal,68
8,Wednesday,0,0,Rain,Commercial,Commercial,Bike,4.3,4.1,3.7,Pizza,1,Low,20,9.55,Long,Moderate,10,29.5,Normal,46
11,Friday,0,0,Cloudy,Residential,Suburban,Scooter,4.3,3.8,3.5,North Indian,1,High,33,19.99,Long,Low,7,34.4,Normal,73
11,Sunday,1,0,Clear,Industrial,Industrial,Bike,5.5,4.4,4.8,South Indian,1,High,19,40.03,Long,Low,6,44.3,Normal,76
7,Saturday,1,0,Clear,Commercial,Suburban,Bike,4.5,4.2,3.7,Desserts,1,High,15,21.97,Long,Low,12,43.9,VIP,45
6,Thursday,0,0,Clear,CBD,Residential,Electric Scooter,6.1,3.8,3.6,Biryani,3,Medium,32,14.08,Long,Low,17,31.8,Normal,71
18,Thursday,0,0,Cloudy,Industrial,Suburban,Bike,6.3,4.1,3.5,Pizza,3,Medium,27,32.34,Long,Low,7,43.3,Normal,74
12,Tuesday,0,0,Clear,Commercial,Residential,Bike,15.0,4.7,4.2,South Indian,4,High,30,22.3,Long,Low,12,48.3,Normal,59
4,Saturday,1,0,Clear,Suburban,Suburban,Electric Scooter,5.4,4.2,4.1,Chinese,1,Low,20,16.72,Long,Low,3,31.6,Normal,53
22,Sunday,1,0,Rain,CBD,Residential,Electric Scooter,6.9,4.1,4.1,South Indian,1,Low,16,41.35,Long,High,17,17.1,Normal,172
17,Saturday,1,0,Clear,Residential,CBD,Bike,6.1,3.8,4.3,Bakery,3,Medium,13,14.24,Long,Low,9,44.6,Normal,33
7,Friday,0,0,Clear,Residential,Commercial,Electric Scooter,5.1,4.1,3.8,Chinese,3,Low,23,30.51,Long,Low,7,31.5,Priority,80
21,Wednesday,0,1,Rain,Suburban,CBD,Bicycle,10.3,4.3,4.5,South Indian,4,High,27,45.7,Long,High,5,9.4,Priority,180
9,Wednesday,0,0,Rain,Industrial,Industrial,Bike,4.9,4.2,4.1,Biryani,1,Low,28,33.0,Long,Moderate,5,29.6,Priority,99
20,Friday,0,0,Clear,CBD,Suburban,Scooter,6.4,4.0,4.1,North Indian,5,Medium,36,17.69,Long,Moderate,14,29.7,Normal,74
4,Sunday,1,0,Clear,Commercial,CBD,Bicycle,0.9,4.0,4.1,Cafe,6,High,24,28.0,Long,Low,11,16.1,Normal,136
6,Sunday,1,0,Clear,Suburban,Residential,Bike,8.1,4.6,4.6,North Indian,1,Low,24,44.55,Long,Low,5,45.4,Normal,86
10,Saturday,1,0,Cloudy,Suburban,Residential,Bike,4.0,4.2,4.3,Chinese,2,Low,19,39.65,Long,Moderate,2,34.7,Normal,86
10,Monday,0,0,Fog,Commercial,CBD,Bike,8.8,4.2,4.0,Pizza,3,Low,23,24.67,Long,Low,10,40.2,Normal,66
10,Thursday,0,0,Clear,CBD,Commercial,Bike,5.9,4.4,4.0,Biryani,5,Low,36,4.43,Medium,Moderate,18,36.5,Normal,51
10,Friday,0,0,Clear,Residential,Industrial,Bicycle,2.2,4.0,3.6,Cafe,2,Medium,14,15.15,Long,Low,6,16.4,Normal,73
3,Thursday,0,0,Rain,Commercial,CBD,Scooter,9.7,4.1,4.4,Pizza,1,High,27,4.36,Medium,Low,14,30.6,Normal,45
8,Saturday,1,0,Rain,Residential,Residential,Bike,6.2,3.9,4.2,South Indian,4,Low,21,8.8,Long,High,8,23.8,Normal,53
22,Sunday,1,0,Clear,Commercial,Commercial,Bike,5.7,4.3,4.1,North Indian,7,Medium,39,21.85,Long,Low,13,44.4,Priority,73
19,Monday,0,0,Cloudy,CBD,Industrial,Scooter,3.1,3.8,4.3,Chinese,2,High,26,15.18,Long,Moderate,17,27.9,Normal,64
9,Monday,0,0,Cloudy,Residential,Residential,Scooter,2.2,3.9,4.1,North Indian,3,Low,26,34.2,Long,Low,6,33.7,Normal,86
3,Wednesday,0,0,Fog,Residential,Residential,Bike,6.3,4.1,4.7,Pizza,1,Medium,23,26.35,Long,Low,6,39.3,Priority,62
6,Wednesday,0,0,Clear,CBD,Industrial,Scooter,3.1,4.2,3.8,South Indian,1,Low,15,10.63,Long,Low,18,35.1,Priority,40
13,Friday,0,0,Clear,Commercial,Residential,Bike,1.9,3.5,4.1,North Indian,4,Medium,34,35.81,Long,Low,10,42.8,Priority,85
20,Sunday,1,0,Clear,Residential,Suburban,Electric Scooter,2.6,3.5,4.9,Chinese,3,Medium,27,38.16,Long,Moderate,9,25.2,Priority,118
20,Wednesday,0,0,Rain,Industrial,Suburban,Scooter,7.4,4.1,4.6,Burger,4,Low,13,10.0,Long,Moderate,8,24.6,Priority,41
10,Monday,0,0,Clear,Industrial,CBD,Bike,2.2,3.9,3.9,South Indian,1,High,23,38.26,Long,Low,7,42.9,Priority,83
15,Sunday,1,1,Rain,Suburban,Industrial,Scooter,2.0,3.9,4.0,Burger,1,High,15,25.0,Long,High,6,18.5,Normal,103
8,Friday,0,0,Rain,Residential,Suburban,Electric Scooter,2.0,3.7,4.3,North Indian,2,Low,27,36.97,Long,Moderate,8,20.6,Normal,147
20,Saturday,1,0,Clear,Suburban,Commercial,Bicycle,5.5,4.0,4.5,Chinese,3,Medium,23,12.26,Long,Moderate,3,13.8,Normal,76
20,Wednesday,0,0,Fog,Commercial,Suburban,Bike,1.1,3.6,4.0,Pizza,3,Low,25,7.04,Long,Low,11,37.4,Normal,44
13,Monday,0,0,Rain,CBD,Residential,Bike,11.0,4.5,4.5,Biryani,1,High,33,30.92,Long,Moderate,15,31.3,Normal,102
12,Tuesday,0,0,Clear,CBD,Commercial,Bicycle,4.3,3.8,4.3,Chinese,4,High,29,5.15,Medium,Low,18,16.7,Priority,54
19,Thursday,0,0,Clear,Residential,Industrial,Bike,14.6,4.9,4.6,South Indian,1,Low,17,42.84,Long,Low,8,48.1,Priority,70
19,Sunday,1,0,Cloudy,Industrial,Commercial,Electric Scooter,1.5,4.0,3.8,North Indian,7,High,41,25.57,Long,Moderate,6,24.2,Normal,104
20,Friday,0,0,Rain,Residential,Residential,Bike,1.8,4.0,4.1,North Indian,3,High,33,22.09,Long,Moderate,9,28.7,Normal,85
